false_id,group,control_id,design_distance,max_standardized_gap
zh_ja_002,true_friend,true_006014,0.6744703533340703,0.6619136935948308
zh_ja_002,true_friend,true_006180,0.7047029104500984,0.6619136935948308
zh_ja_002,true_friend,true_000449,0.7239545747240564,0.625124469690937
zh_ja_002,true_friend,true_001850,0.7500648359064888,0.7120351669630782
zh_ja_002,true_friend,true_006333,0.7540262381243783,0.6757035622113894
zh_ja_002,true_friend,true_002128,0.7884530218672393,0.6506397541681181
zh_ja_002,true_friend,true_003680,0.8054942425772507,0.7308630366776254
zh_ja_002,true_friend,true_004054,0.8271780364357446,0.6761550386452994
zh_ja_002,true_friend,true_005346,0.8455646359450866,0.7308630366776254
zh_ja_002,true_friend,true_003626,0.8980255214087589,0.7584427739107433
zh_ja_002,true_friend,true_002631,0.9334152925745383,0.7170731680610667
zh_ja_002,true_friend,true_003754,0.9442808479020961,0.7271856075996617
zh_ja_002,true_friend,true_000403,0.9715712889234126,0.8282858064672545
zh_ja_002,true_friend,true_003489,1.0331806354306812,0.827392116993538
zh_ja_002,true_friend,true_006286,1.070013183371629,0.770160486715167
zh_ja_002,true_friend,true_006531,1.0986002061525224,0.8411819856100973
zh_ja_002,true_friend,true_001160,1.148275177276189,0.8864111262193425
zh_ja_002,true_friend,true_001989,1.199453596463736,0.8825515914597739
zh_ja_002,true_friend,true_002943,1.201794383964701,0.8825515914597739
zh_ja_002,true_friend,true_005396,1.2127355310491321,0.7846918166531882
zh_ja_002,true_friend,true_003073,1.2860005834886592,0.8802773144627485
zh_ja_002,true_friend,true_006358,1.3064630585144512,0.9377110659260098
zh_ja_002,true_friend,true_005489,1.3524271421446827,0.9515009345425691
zh_ja_002,true_friend,true_003975,1.4575559250952683,0.9881304357854969
zh_ja_002,true_friend,true_005678,1.4643143851767746,0.9057925989399296
zh_ja_002,true_friend,true_000558,1.4860540206655677,0.9790806717756871
zh_ja_002,true_friend,true_003490,1.5411226455049063,0.8864111262193425
zh_ja_002,true_friend,true_000496,1.5532111219204952,1.0204502776253639
zh_ja_002,true_friend,true_004483,1.5665614436529331,1.0026617657235186
zh_ja_002,true_friend,true_006317,1.5989534220726709,0.9950960946100633
zh_ja_002,true_friend,true_006116,1.6016001789103702,1.0066604090088052
zh_ja_002,true_friend,true_003918,1.6083920907446918,1.0066604090088052
zh_ja_002,true_friend,true_001908,1.6465990751789592,1.0026617657235186
zh_ja_002,true_friend,true_005673,1.7403946023187822,1.061819883475041
