pair,model,prompt_mode,condition,wrapper,normalization,id,semantic,language,interaction,diagonal_switch,midpoint
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_022,26.37890625,11.27734375,14.8203125,37.65625,-0.578125
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_024,5.729473114013672,11.237567901611328,-3.3390426635742188,16.967041015625,-8.026573181152344
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_027,24.437496185302734,4.499996185302734,-6.874992370605469,28.93749237060547,-0.7187461853027344
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_029,19.609378814697266,16.671871185302734,1.2187423706054688,36.28125,7.828125
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_032,7.78125,1.71875,-3.0625,9.5,0.375
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_033,1.9484100341796875,15.783912658691406,19.302474975585938,17.732322692871094,-9.91617202758789
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_034,23.498046875,4.865234375,8.51953125,28.36328125,-10.806640625
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_035,6.25,14.0625,5.625,20.3125,2.65625
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_037,5.0625,-0.0625,2.375,5.0,2.0625
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_039,4.953125,4.640625,-25.53125,9.59375,-8.609375
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_040,10.906429290771484,5.857089996337891,-3.9833602905273438,16.763519287109375,8.286392211914062
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_042,-0.296875,20.984375,-13.71875,20.6875,-5.9375
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_043,10.875724792480469,4.528175354003906,-15.246902465820312,15.403900146484375,3.9764938354492188
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_046,5.829681396484375,4.02154541015625,16.244064331054688,9.851226806640625,46.65294647216797
id_tl,gemma3_12b,chat,full,refers,sum,id_tl_047,13.499996185302734,7.250003814697266,10.656242370605469,20.75,2.671875
id_tl,gemma3_12b,chat,language_only,bare,mean,id_tl_000,-0.08546257019042969,7.292512893676758,-0.17092514038085938,7.207050323486328,22.716432571411133
id_tl,gemma3_12b,chat,language_only,bare,mean,id_tl_001,0.0,1.625,0.0,1.625,0.6875
id_tl,gemma3_12b,chat,language_only,bare,mean,id_tl_002,-0.070556640625,-1.790283203125,-0.14111328125,-1.86083984375,7.589111328125
id_tl,gemma3_12b,chat,language_only,bare,mean,id_tl_003,0.0,0.75,0.0,0.75,8.5
id_tl,gemma3_12b,chat,language_only,bare,mean,id_tl_004,0.0,9.807586669921875,0.0,9.807586669921875,-41.90096092224121
